Sum of  FantasyPoints,Column Labels,,,,,,
Row Labels,DEF,K,QB,RB,TE,WR,Grand Total
TEN,9,10,4.4,22.9,2.9,12.1,61.3
WAS,7,6,1.1,10.5,3.2,10,37.8
2014,3324,3552,8192.7,9250.1,3819.4,11279.4,39417.6
1,180,227,504,603,274,699.5,2487.5
ARI,,6,21.1,18.1,3.6,26.5,75.3
ARZ,2,,,,,,2
ATL,4,13,31.4,30.1,7.9,39.6,126
BAL,0,3,16.5,13.8,11.7,27.4,72.4
BUF,8,11,16.8,26.2,0,14.5,76.5
CAR,9,7,18.2,12.6,14.3,18.4,79.5
CHI,3,8,18,17.3,14.2,22,82.5
CIN,7,14,16.3,12.9,5.3,25.5,81
CLE,6,9,13,29.5,9,21,87.5
DAL,1,5,9.2,20.4,1.4,29,66
DEN,7,7,22.5,17,29.2,15.2,97.9
DET,6,8,28,18.4,3.5,38.1,102
GB,5,4,9.6,16.2,2.6,20.1,57.5
HOU,7,5,13.2,10.2,0.6,24.3,60.3
IND,1,6,26.7,13.6,14.5,24.4,86.2
JAC,11,3,17.4,7.9,3.5,32.8,75.6
KC,4,3,9.7,4.9,13.8,10.6,46
MIA,8,15,12.9,31.2,4.3,15.6,87
MIN,15,10,14.6,10.9,9.8,33.1,93.4
NE,7,8,10.3,17.1,11.5,16.9,70.8
NO,3,10,15.5,36.3,8.2,24.5,97.5
NYG,1,2,6.5,16.5,12.3,4.8,43.1
NYJ,2,7,12.6,31.7,5.7,14.1,73.1
OAK,6,2,13.9,4.5,4.3,20.8,51.5
PHI,11,10,14.9,26,15.2,23.5,100.6
PIT,3,12,17.4,32.7,2.6,31.1,98.8
SD,6,5,12.5,12.9,10.5,16.6,63.5
SEA,5,10,18.5,34.6,4.3,22,94.4
SF,17,3,17.1,17.3,16.4,15.7,86.5
STL,1,5,6.8,10.2,7.2,17.2,47.4
TB,1,2,14,13,7.5,15.3,52.8
TEN,10,14,20,17.6,12.1,23.7,97.4
WAS,3,0,8.9,21.4,7,15.2,55.5
2,172,234,477.8,587.8,269.9,559.5,2301
ARI,,13,6.5,19.4,5.9,10,54.8
ARZ,16,,,,,,16
ATL,0,4,10,11.7,1.3,23,50
BAL,8,14,14.9,17.5,17.8,8.7,80.9
BUF,14,16,12.7,13.9,4.1,18.9,79.6
CAR,10,10,17.1,14.7,7.2,22.5,81.5
CHI,12,4,25.5,3.6,10.6,29.5,85.2
CIN,8,3,14.7,38.5,2.5,23.6,90.3
CLE,12,8,12.2,20.7,4.6,19.3,76.8
DAL,6,14,11,26.6,3.7,19.3,80.6
DEN,2,6,21.6,12,16.3,22.8,80.7
DET,5,-1,14.4,17.2,5.8,14.3,55.7
GB,4,11,26.6,8,0.8,49,99.4
HOU,8,11,13.5,26.1,2.6,16,77.2
IND,2,9,18.9,29.1,8.5,10.5,78
JAC,3,4,11.4,3.1,13.1,9.9,44.5
KC,1,4,14.4,24.5,13,9.1,66
MIA,0,4,12.7,10.7,3.1,21.2,51.7
MIN,1,0,5.7,15.6,7.7,6.7,36.7
NE,14,12,10,21.8,3.8,16.3,77.9
NO,1,6,15.8,21.7,24.1,11,79.6
NYG,4,2,15.6,10.8,14.2,20.3,66.9
NYJ,6,6,17.6,20.8,2,18.8,71.2
OAK,0,2,16.3,14.5,1.1,23,56.9
PHI,4,11,17.4,40,8.6,13,94
PIT,0,6,6.7,11.5,1.5,14.6,40.3
SD,4,12,25.1,14.8,27.6,12.4,95.9
SEA,1,3,17.9,22.5,2.2,20.5,67.1
SF,1,8,12.5,14,8.9,20.2,64.6
STL,3,13,9.4,13,7.9,18.5,64.8
TB,4,4,17.8,18.4,3.3,11.3,58.8
TEN,6,4,10.3,8.2,20.2,8.3,57
WAS,12,11,21.6,42.9,15.9,17,120.4
3,212,224,528.1,549.3,230.9,737.5,2481.8
ARI,,11,19.4,7.7,3.3,31.2,72.6
ARZ,1,,,,,,1
ATL,25,7,24.2,24.7,0.5,54,135.4
BAL,1,11,11.3,33,2,14.1,72.4
BUF,3,4,15.9,23.8,7.4,4.9,59
CAR,1,7,19.9,7.4,12.9,26.2,74.4
CHI,15,9,16.4,7.6,18.2,13.3,79.5
CIN,6,7,5,28.8,0.8,16.3,63.9
CLE,2,1,16,21.6,2.3,31.8,74.7
DAL,12,10,16.1,18,5.6,25,86.7
DEN,5,4,18,3.1,16.9,24,71
DET,10,4,4.6,21,0.3,20,59.9
GB,10,1,10.5,6.5,10.3,11,49.3
HOU,3,5,19,13.1,4.1,27.2,71.4
IND,16,14,33,22.4,22.2,31.4,139
JAC,2,5,17.2,13.2,0.8,29.1,67.3
KC,6,4,19.1,44.2,11.9,6.2,91.4
MIA,9,6,13.1,16.5,2.1,21.1,67.8
MIN,1,9,11.3,7.9,2.7,12.4,44.3
NE,2,10,12.7,10.2,12.4,15.1,62.4
NO,2,2,19.5,19.1,17.2,22,81.8
NYG,8,12,17.3,25.4,10.7,22.7,96.1
NYJ,6,13,14.9,14.9,8.7,21.1,78.6
OAK,2,9,5,9.6,1.8,12.7,40.1
PHI,8,13,26.2,5.2,3.3,44.2,99.9
PIT,13,13,15.7,33.5,5.1,25.5,105.8
SD,3,8,19.3,10.1,7.2,27.7,75.3
SEA,7,7,20.3,26.7,1.2,24.8,87
SF,2,1,19.2,8.1,2.3,28.9,61.5
STL,10,7,21,15.5,16.4,31,100.9
TB,15,2,11,6.4,4.8,13.2,52.4
TEN,4,-1,8.4,18.3,8,8.1,45.8
WAS,2,9,27.6,25.8,7.5,41.3,113.2
4,169,177,486.6,509.5,234.5,656.1,2232.7
ATL,0,4,20.1,30.2,1.2,34.5,90
BAL,4,7,25.4,28.3,4.3,42.5,111.5
BUF,8,5,13.3,17.2,1.5,25.1,70.1
CAR,0,4,15.4,5.1,3,28.7,56.2
CHI,1,5,17.5,24.3,13.4,21.4,82.6
DAL,8,8,24.5,33.3,6.7,33.2,113.7
DET,6,5,26.5,10.6,11.3,27.4,86.8
GB,5,7,28.9,11.9,5.2,47.9,105.9
HOU,12,11,12.1,11,2.8,19.3,68.2
IND,9,11,29.4,29.5,19.1,31.5,129.5
JAC,2,2,12.5,14,13.1,14.3,57.9
KC,15,11,22.7,40.7,15.3,12.7,117.4
MIA,16,8,20.4,25.2,11,24,104.6
MIN,5,14,21.5,43.2,3.6,24.2,111.5
NE,2,2,11.2,13.1,9.1,20.2,57.6
NO,1,4,20.2,17,20.5,14.3,77
NYG,14,9,32.1,21,31.7,22.6,130.4
NYJ,4,5,8.8,22.1,5.8,17.8,63.5
OAK,6,2,14.2,8,8.7,26.9,65.8
PHI,18,3,3.9,2.3,2.3,13,42.5
PIT,3,5,23,13.5,14.5,31.8,90.8
SD,9,15,27.1,11,3,45.9,111
SF,9,14,20.5,26,1.8,22,93.3
TB,7,9,18.1,13.6,4.4,36.5,88.6
TEN,2,5,11.8,12.8,14.4,6.7,52.7
WAS,3,2,5.5,24.6,6.8,11.7,53.6
5,208,218,501.5,577.9,226,637.5,2368.9
ARI,,8,11.9,27,1.9,6.7,55.5
ARZ,5,,,,,,5
ATL,5,8,14.6,37.6,0,15,80.2
BAL,9,7,7.4,20.5,7,7,57.9
BUF,10,8,14.3,14.1,8.3,19.3,74
CAR,18,7,15.1,13.5,20.8,15.3,89.7
CHI,8,5,21.8,20.8,3.7,20.7,80
CIN,1,4,19.6,14.1,1.5,21.6,61.8
CLE,3,9,21.9,18.3,11.8,34.4,98.4
DAL,2,7,19,17.6,5.9,30.9,82.4
DEN,3,10,31,15.7,20.3,51.3,131.3
DET,10,-1,11.6,9.1,2,21.1,52.8
GB,18,6,17,30.9,1.9,30.7,104.5
HOU,7,5,4.5,30.8,1.1,12.8,61.2
IND,10,8,19.7,11.2,14.9,17.6,81.4
JAC,6,9,5,9.6,2.2,11.5,43.3
KC,3,5,8.9,17.9,10.7,9.3,54.8
MIN,4,4,12.4,10.9,5.9,13,50.2
NE,13,19,20.6,30,30.5,7.8,120.9
NO,3,11,16.7,47,13.2,15,105.9
NYG,3,12,15.7,22.2,0.5,26,79.4
NYJ,5,,2.7,5.2,3.1,4.5,20.5
PHI,16,10,13.6,11.7,5.4,26.8,83.5
PIT,11,5,12.7,18.6,10.7,15.3,73.3
SD,6,7,21.8,35.1,18.8,14.8,103.5
SEA,1,9,34.2,19.6,6.4,15.9,86.1
SF,2,16,13.8,16.1,1.6,23.4,72.9
STL,6,4,26,18.9,6.6,43.5,105
TB,12,7,16,17.6,1.1,30.8,84.5
TEN,5,4,32.3,7.8,6.5,42.6,98.2
WAS,3,5,19.7,8.5,1.7,32.9,70.8
6,183,209,542.5,520.2,267.3,741.9,2463.9
ARI,,12,17.7,11,2.9,30.8,74.4
ARZ,16,,,,,,16
ATL,3,7,12.7,19.4,3.4,14.6,60.1
BAL,7,11,31.9,27.9,5,50.9,133.7
BUF,2,2,16,12.5,10.5,29.7,72.7
CAR,5,12,34.1,13.1,13.8,23.5,101.5
CHI,6,8,20.3,29.6,5.2,31.2,100.3
CIN,2,12,19.4,31.2,6.8,35.1,106.5
CLE,4,7,12.7,31.5,19.3,8.7,83.2
DAL,4,12,15.9,30.3,14.6,12.4,89.2
DEN,14,7,21.5,15.4,17.1,23,98
DET,14,3,11.5,31.7,2.3,6.4,68.9
GB,7,9,26,9.7,7.1,36.3,95.1
HOU,13,3,11,28.3,0.7,21.3,77.3
IND,9,9,24.6,22,12.9,33.6,111.1
JAC,3,1,19.2,13.4,15.1,19.5,71.2
MIA,3,6,18.7,15.1,4,27.6,74.4
MIN,4,3,2.6,9.5,4.1,11,34.2
NE,11,12,30.7,4.8,17,43,118.5
NYG,5,,8.7,11,5.5,10.8,41
NYJ,2,5,14.7,3.6,13.8,13.6,52.7
OAK,1,3,25.5,14.4,0,49,92.9
PHI,10,9,14.4,25.3,24.8,12.5,96
PIT,3,4,11.8,15.6,1.9,24.4,60.7
SD,2,7,25.8,21,14.7,29.9,100.4
SEA,5,11,10.2,7.2,1.8,10.4,45.6
SF,13,7,29.4,6.8,3.1,45.6,104.9
STL,2,5,11.3,17.9,15.6,11.5,63.3
TB,2,4,18.6,9,8.7,34.4,76.7
TEN,10,10,9.4,19.9,5.7,10.6,65.6
WAS,1,8,16.2,12.1,9.9,30.6,77.8
7,164,209,496.3,541.2,215.3,660.3,2286.1
ARI,,6,16.1,33.9,2.7,19,77.7
ARZ,1,,,,,,1
ATL,9,0,11.8,8.3,2,24.6,55.7
BAL,7,9,14.7,18.3,13.1,22.3,84.4
BUF,9,5,15.2,15.2,5.5,27.5,77.4
CAR,2,5,20,7.9,12.7,22.9,70.5
CHI,4,2,7.9,22.9,5.3,5.7,47.8
CIN,6,,5,3.6,4.8,7.4,26.8
CLE,8,6,4.5,6.8,0.5,21.2,47
DAL,4,7,21.7,22.9,21.2,22.9,99.7
DEN,8,6,28.6,26.2,3,50.2,122
DET,5,6,16.1,15.9,2.8,35,80.8
GB,5,8,24,23.9,1.2,40.8,102.9
HOU,5,11,18.1,24,3.3,18.5,79.9
IND,4,9,20.3,34.3,19.6,13.1,100.3
JAC,9,6,8.1,28.9,3.4,16.4,71.8
KC,4,11,15.7,30.1,3.3,13.2,77.3
MIA,9,7,23.9,20.4,15.1,19.1,94.5
MIN,14,10,7,15.9,0,20.9,67.8
NE,3,9,22.4,25,6.8,18.6,84.8
NO,7,11,21,19.4,1.1,29.7,89.2
NYG,4,3,23,8.4,13.7,26,78.1
NYJ,1,12,17.3,28.4,13.2,10.5,82.4
OAK,3,7,7.1,12.8,2.2,13.7,45.8
PIT,7,12,16.9,22.9,1.3,27.9,88
SD,3,8,14.2,8.4,18.2,12.8,64.6
SEA,0,8,37.1,10.7,12.1,27,94.9
SF,2,4,20.3,4.5,3.2,38.3,72.3
STL,9,3,13.9,25.4,11.1,8.9,71.3
TEN,7,5,13.4,6.1,1.7,24.8,58
WAS,5,13,11,9.8,11.2,21.4,71.4
8,204,230,528.5,550.5,266.6,718.1,2497.7
ARI,,6,21.2,13.8,1.6,40.6,83.2
ARZ,6,,,,,,6
ATL,2,3,15.7,22.7,8.7,16.6,68.7
BAL,6,10,5,29.5,2.3,9.2,62
BUF,16,13,26.1,12.1,13.7,34.1,115
CAR,5,9,5.2,10.4,2.9,12.8,45.3
CHI,1,1,18.6,26.1,16.1,15.4,78.2
CIN,5,9,20,16,3.9,22.4,76.3
CLE,9,11,15.1,12.4,6.7,24.2,78.4
DAL,5,5,18.8,22.1,13.7,17,81.6
DEN,6,4,23.4,28.2,2.7,41.6,105.9
DET,4,10,19.9,20.7,0,28.9,83.5
GB,4,11,23.1,19.1,7.7,28.6,93.5
HOU,6,12,14.3,42.4,0,18.3,93
IND,4,10,26.6,15.4,8.5,43.8,108.3
JAC,5,6,11.6,14.1,2.7,24.1,63.5
KC,15,10,9.4,38.4,6.8,7.3,86.9
MIA,22,9,14.6,12.9,5.2,17.5,81.2
MIN,15,6,13.9,10.9,6.1,22.5,74.4
NE,13,15,35,14.8,44.8,20.3,142.9
NO,10,14,25,27.3,18.1,32.4,126.8
NYJ,4,5,1.2,27.1,5.1,12.2,54.6
OAK,1,7,12.8,11.3,8.3,24.6,65
PHI,2,8,21.8,11.1,5.6,44,92.5
PIT,12,7,44.8,18.2,17.2,60.6,159.8
SD,0,3,19.8,7.3,18.3,22,70.4
SEA,7,7,13.5,11.8,9.4,13.1,61.8
STL,4,0,8.5,10.5,7.2,12.6,42.8
TB,1,7,10.1,9.3,6.9,10.2,44.5
TEN,5,4,15.9,14.1,9.7,21.8,70.5
WAS,9,8,17.6,20.5,6.7,19.4,81.2
9,175,156,444.8,497.2,203.3,603.8,2080.1
ARI,,4,19.8,28.4,7.9,23,83.1
ARZ,5,,,,,,5
BAL,11,5,18.3,15.4,11.2,19.8,80.7
CAR,8,4,12.3,9.6,3.6,8.5,46
CIN,4,7,14.4,32.4,4.3,28.6,90.7
CLE,6,10,15.9,14.2,4.2,28.7,79
DAL,10,4,7.5,15.3,6.2,11.8,54.8
DEN,3,2,21.8,24.6,10.3,30.9,92.6
HOU,18,2,19,18.9,0,20.3,78.2
IND,5,16,30.7,13.5,24.5,30.7,120.4
JAC,8,5,16.9,24.2,0,30.7,84.8
KC,3,6,16,18.8,21.7,8.7,74.2
MIA,12,12,29,19,13.9,30.5,116.4
MIN,7,3,16.7,30.5,15.6,12.7,85.5
NE,11,13,27.7,17.3,16.5,29.7,115.2
NO,8,4,18.1,26.2,14.7,17.1,88.1
NYG,1,6,22.2,20.5,8.5,32,90.2
NYJ,1,4,15.4,14.3,0,27.1,61.8
OAK,1,5,12.7,11,15.8,7.4,52.9
PHI,6,7,19.7,29.6,1.1,44.3,107.7
PIT,8,5,35.7,14.6,10.7,50.1,124.1
SD,0,,-1.8,6,2.8,10.7,17.7
SEA,13,11,10.3,32.8,1.6,7.3,76
SF,5,3,10.9,8.5,2.5,25.3,55.2
STL,12,7,5.1,10.5,1.9,12.3,48.8
TB,7,3,16.1,13,0.3,34.3,73.7
WAS,2,8,14.4,28.1,3.5,21.3,77.3
10,212,158,386.4,473.4,183.6,569.1,1982.5
ARI,,6,15.4,10.3,6.1,30.6,68.4
ARZ,24,,,,,,24
ATL,10,13,13.7,18.4,0,25.6,80.7
BAL,9,3,10.6,29.9,2,18.3,72.8
BUF,8,7,14.7,19.4,1.7,17.6,68.4
CAR,1,3,12.8,18.3,12.6,25.3,73
CHI,8,2,9.3,10.5,4.8,25.7,60.3
CIN,2,3,-1.5,5.4,3.3,6.4,18.6
CLE,10,5,8,37.6,4.6,12.5,77.7
DAL,12,6,21.8,25.4,10.7,26.7,102.6
DEN,6,11,30.3,25.3,18.3,33.3,124.2
DET,7,7,17.1,20.1,0,28.7,79.9
GB,16,13,36.8,26,13.7,39.4,144.9
JAC,3,1,9.9,20.5,4.2,19.1,57.7
KC,7,5,15.6,16.7,2.6,12.6,59.5
MIA,5,10,10.3,6.1,4.5,19.1,55
NO,6,6,18.4,18,20.9,21.2,90.5
NYG,8,5,11.3,12.2,3.8,29.7,70
NYJ,10,7,17.2,9,6.6,20.7,70.5
OAK,4,5,11.7,7.3,12.9,13.9,54.8
PHI,31,9,21.2,16.9,13.3,30.8,122.2
PIT,4,6,13.7,6.4,2.9,30.6,63.6
SEA,6,8,19.6,48.6,3.2,11.7,97.1
SF,8,9,12.8,24.2,0.8,26,80.8
STL,5,2,6.6,16.9,17.4,6.3,54.2
TB,1,5,19.9,9.2,9,27.2,71.3
TEN,1,1,9.2,14.8,3.7,10.1,39.8
11,162,183,404,451.4,175.4,626.2,2002
ARI,,2,15.8,12.7,6.9,28,65.4
ARZ,6,,,,,,6
ATL,6,13,15.1,10.4,2.3,26.3,73.1
BUF,11,8,7.9,11.9,0.2,12.4,51.4
CAR,4,3,18.7,8.8,8.1,31.9,74.5
CHI,4,2,23.3,17.5,3.6,41.6,92
CIN,2,9,22,22.3,13.3,21.8,90.4
CLE,2,0,14.6,7.4,5.7,30.3,60
DEN,3,1,15.5,12,3.4,32.4,67.3
DET,4,6,5.3,14.4,2.2,11.5,43.4
GB,29,10,29.5,26.3,5.4,37.1,137.3
HOU,6,10,14.1,21,9.4,18.1,78.6
IND,4,8,19.6,3.2,14.4,19,68.2
KC,2,6,4.2,40.1,2,1.8,56.1
MIA,2,8,17.2,15.9,4.2,25.2,72.5
MIN,4,6,8.5,7.5,7.1,11.8,44.9
NE,3,6,13.9,51.8,19.3,15.6,109.6
NO,1,4,14.5,12.8,2.9,21,56.2
NYG,3,4,5.2,7.7,11.4,21.4,52.7
OAK,2,6,4.9,8.3,4.4,11.6,37.2
PHI,1,8,13.8,15,6.6,35.9,80.3
PIT,8,9,10.5,27.7,7.1,18.3,80.6
SD,4,6,11.6,11.8,4.7,20.9,59
SEA,4,8,22.2,13.4,11.4,18.3,77.3
SF,12,10,14.1,14,1.1,20.6,71.8
STL,6,16,12.8,15.2,2.4,23.5,75.9
TB,18,9,20.3,2.8,2.8,37.2,90.1
TEN,7,6,16.5,13.7,9.2,26.3,78.7
WAS,4,-1,12.4,25.8,3.9,6.4,51.5
12,197,217,440.8,567.1,200.7,663.1,2285.7
ARI,,2,6.3,8,2.5,8.5,27.3
ARZ,7,,,,,,7
ATL,7,6,15.5,20.5,1.7,28.8,79.5
BAL,12,10,13.9,34.5,0.7,26.4,97.5
BUF,9,8,18.2,24.7,11.1,21.8,92.8
CHI,13,2,7.2,23.5,4.3,12.4,62.4
CIN,3,8,11.9,22.3,3.3,23,71.5
CLE,7,13,8.1,27.9,2.3,29,87.3
DAL,4,7,24.8,16.9,11.7,35,99.4
DEN,3,6,26.1,28.8,-0.1,45.3,109.1
DET,2,8,10.4,9.8,2.3,21.6,54.1
GB,4,6,19.8,26.3,11.1,13.6,80.8
HOU,10,7,5.8,11.4,4.1,9.6,47.9
IND,8,11,15,17.8,3.6,26.5,81.9
JAC,11,3,6.2,11.6,-0.5,7.1,38.4
KC,3,8,17.9,20.8,15.7,8,73.4
MIA,3,4,26.6,14.9,3.1,37,88.6
MIN,1,7,17.6,10.8,7.4,22.8,66.6
NE,4,10,20,25.8,23.4,18.7,101.9
NO,3,9,28.3,10.9,19.3,40.9,111.4
NYG,4,4,23.5,23.1,12,31.6,98.2
NYJ,1,3,5.4,11.3,0.5,13.1,34.3
OAK,2,6,11.2,31,0.8,19.3,70.3
PHI,17,18,12.7,31,15.2,18.5,112.4
SD,13,9,13.5,24,4.8,21.2,85.5
SEA,5,12,19.7,9.7,14.2,8.3,68.9
SF,7,5,13.6,11.2,2.1,25.5,64.4
STL,15,5,5.9,11.7,4.3,28.4,70.3
TB,5,7,12.8,8.7,3.1,31.7,68.3
TEN,6,6,19.6,18.3,15.5,21.5,86.9
WAS,8,7,3.3,19.9,1.2,8,47.4
13,223,248,526.5,551.2,211.7,758,2518.4
ARI,,4,12.5,11.5,3.8,20.9,52.7
ARZ,9,,,,,,9
ATL,6,17,20.8,15.6,7.5,38.8,105.7
BAL,6,15,23.3,13.9,3,29.8,91
BUF,14,13,7.6,13.3,7.3,15,70.2
CAR,3,7,14.7,15.2,5.9,17.2,63
CHI,4,5,15.1,7.2,10.9,23.3,65.5
CIN,3,2,11.7,10.5,3.6,21.1,51.9
CLE,5,3,13.5,6,5.1,18.5,51.1
DAL,3,4,3.9,19.3,0.8,13.2,44.2
DEN,12,17,12.6,28.4,1.4,20.8,92.2
DET,7,10,21.6,28.1,3.3,40.7,110.7
GB,1,13,24.9,15.1,11.2,33.3,98.5
HOU,11,8,39.1,18.4,6.8,47.6,130.9
IND,14,7,32.8,14.8,25.5,41.3,135.4
JAC,22,7,18.6,6.7,2.5,21.2,78
KC,3,4,12.7,12.4,11.6,4.8,48.5
MIA,4,9,8.7,13.5,5.8,16.3,57.3
MIN,6,7,14.7,8,6.7,19.1,61.5
NE,3,2,17.7,17.1,13.3,20.6,73.7
NO,5,5,30.3,23.3,9.2,37.5,110.3
NYG,7,5,9.9,25.1,3.5,23.7,74.2
NYJ,4,5,2.5,19.2,2,17.1,49.8
OAK,1,,1.3,12.9,2.1,12.6,29.9
PHI,10,15,21.5,28,0.7,25.8,101
PIT,1,9,22.2,31.4,8.2,31.4,103.2
SD,0,10,27.2,11.7,8.4,44.7,102
SEA,10,13,16.9,24.8,10.2,6.8,81.7
SF,4,3,2.5,9.3,1.3,6.2,26.3
STL,22,10,21.4,37.4,7.2,20.8,118.8
TB,8,7,5.6,22.8,1.7,8,53.1
TEN,8,3,11.8,9.4,0.6,37,69.8
WAS,7,9,26.9,20.9,20.6,22.9,107.3
14,223,206,559.9,575.4,212.4,731.3,2508
ARI,,7,15.3,16.7,2.1,23.5,64.6
ARZ,9,,,,,,9
ATL,1,6,31.3,18.7,-0.1,55.7,112.6
BAL,6,4,24.4,24.6,5.6,31.4,96
BUF,6,5,20.3,11.2,8.7,26.9,78.1
CAR,6,11,35.3,36.8,14.2,14.4,117.7
CHI,1,2,26.5,14,14.4,24.3,82.2
CIN,0,3,25.4,10.3,10.1,30.6,79.4
CLE,23,5,1.9,16.8,4.4,9.6,60.7
DAL,4,11,20,36.5,9.2,24.4,105.1
DEN,10,6,2.7,31.6,-1,16.2,65.5
DET,12,10,24.2,28.9,10.5,27.2,112.8
GB,3,13,27.9,39.7,5.2,32.9,121.7
HOU,6,9,13.3,28.3,2.5,10.1,69.2
IND,5,7,23.5,10.1,6.1,28.8,80.5
JAC,2,7,11.2,8.1,6.9,17.9,53.1
KC,2,2,16.3,25.7,9,14.6,69.6
MIA,3,7,13.7,10,5.9,18.5,58.1
MIN,15,4,19.1,10,0.9,40.7,89.7
NE,6,11,19.4,11.7,14.7,23.3,86.1
NO,0,3,12,10.5,9.3,16.3,51.1
NYG,20,18,12.1,22.9,2.8,26.8,102.6
NYJ,7,16,15.5,12.9,0,30,81.4
OAK,9,6,22.4,21.6,16.9,6.9,82.8
PHI,6,2,10.5,3,9.9,11.7,43.1
PIT,7,10,25.9,42.4,7.4,34.6,127.3
SD,11,2,10.4,9.8,4.9,14.7,52.8
SEA,7,6,29.3,21,1.6,27.7,92.6
SF,1,6,9.6,14.3,4.8,11.4,47.1
STL,17,2,16.4,11.4,19.2,15.9,81.9
TB,6,5,12.8,4.2,0.4,34.2,62.6
TEN,8,0,4.9,5.6,2.7,14.8,36
WAS,4,,6.4,6.1,3.2,15.3,35
15,193,220,400.8,522.7,186.9,588.4,2111.8
ARI,,12,5.9,14.7,1.8,11.4,45.8
ARZ,6,,,,,,6
ATL,1,8,21.1,10.2,0.4,39.4,80.1
BAL,10,6,13.6,6.8,15.9,11.9,64.2
BUF,11,13,3.9,18.9,3,5.6,55.4
CAR,9,12,16.5,7.6,11,23.8,79.9
CHI,4,1,11.8,14.2,4,23.5,58.5
CIN,7,12,3,44.9,3.6,5.3,75.8
CLE,4,,0.5,5,0.4,6.6,16.5
DAL,12,8,20.5,24.5,8.1,35.5,108.6
DEN,4,16,12.9,12.6,3,25.2,73.7
DET,8,10,10.3,12.4,1.1,15.6,57.4
GB,7,6,6.1,19.7,0.7,17.2,56.7
HOU,12,4,3.5,14.3,1.1,12.8,47.7
IND,5,5,15.3,11.3,10.8,15.8,63.2
JAC,2,11,6.6,12.7,2.2,16,50.5
KC,12,5,21.5,27.4,10.1,15.9,91.9
MIA,2,6,15.9,9.1,5.9,31.1,70
MIN,0,-1,15.6,15.6,8.5,24,62.7
NE,8,11,19.3,23,15.6,23.1,100
NO,13,6,27.2,23.4,22.7,21.5,113.8
NYG,9,6,22,5.8,2.7,37.4,82.9
NYJ,5,3,12.8,22.8,4.2,12.7,60.5
OAK,3,7,10.9,9.5,3.9,22.6,56.9
PHI,5,9,6.1,26.4,6.4,13.9,66.8
PIT,8,9,14.2,23.9,6.8,22,83.9
SD,1,2,9.6,13.5,11.4,9.6,47.1
SEA,6,5,11.4,19.2,0,22.1,63.7
SF,7,1,10.2,21,3.1,5.4,47.7
STL,1,6,8.3,4,5.3,17.4,42
TB,5,5,12.3,17.8,0,16.6,56.7
TEN,3,9,12,9.4,9.3,11.6,54.3
WAS,3,7,20,21.1,3.9,15.9,70.9
16,207,216,517.7,591.4,256.8,685.7,2474.6
ARI,,6,6.6,5.7,5.4,13.4,37.1
ARZ,1,,,,,,1
ATL,19,12,17.6,20.2,1.7,29.7,100.2
BAL,2,1,10.3,6.1,1.6,26.6,47.6
BUF,1,6,21.2,12,11.2,29,80.4
CAR,5,4,22.3,21.3,6.5,12.9,72
CHI,10,2,14.1,15.5,0.1,20,61.7
CIN,16,13,14.3,32.8,12.2,3.8,92.1
CLE,5,7,10.9,5.5,15.2,8.1,51.7
DAL,8,5,33.2,15.6,15,39.4,116.2
DEN,10,3,12.4,20,4.1,33.5,83
DET,4,7,5.9,32.3,0,15.6,64.8
GB,9,7,14.4,21.1,3,32.1,86.6
HOU,8,19,7.3,12.7,9.7,13,69.7
IND,3,1,7.4,12.9,5.9,10.8,41
JAC,4,3,13.6,25.9,6.6,10.6,63.7
KC,1,12,13.8,10.9,3.2,18.1,59
MIA,6,4,29.9,34.3,20.9,23.9,119
MIN,8,9,17.7,22.9,6.9,30.7,95.2
NE,4,5,10.3,14.7,10.3,12.7,57
NO,0,2,11.3,15.1,9.5,21.6,59.5
NYG,8,12,27.3,20.8,6.2,49.2,123.5
NYJ,6,9,11.3,14.8,10.9,12,64
OAK,6,13,16.6,24.3,0.5,22.6,83
PHI,6,4,21.2,24.3,13,29.3,97.8
PIT,8,8,12.4,13.2,6.8,21.2,69.6
SD,14,8,24.2,13.9,21.2,34.3,115.6
SEA,6,2,36.4,29.9,26.8,19.1,120.2
SF,14,4,27.7,24.3,,21.5,91.5
STL,1,9,17.6,14.7,13.7,27.2,83.2
TB,3,3,3.9,4.6,0.8,10.9,26.2
TEN,4,7,16.7,21.4,6.8,14.8,70.7
WAS,7,9,7.9,27.7,1.1,18.1,70.8
17,240,220,446.5,580.9,204.1,643.4,2334.9
ARI,,5,14.6,11,6.5,35.9,73
ARZ,1,,,,,,1
ATL,1,3,7,7.9,1.6,20.2,40.7
BAL,8,8,20.6,15.2,6.8,34,92.6
BUF,4,5,8.7,17.6,6.3,16.4,58
CAR,24,10,19.7,12.2,9.2,10.3,85.4
CHI,5,8,10.8,7.4,8.4,7.4,47
CIN,6,4,14.6,23.4,11.1,10.7,69.8
CLE,1,4,4,18.8,4.1,10.8,42.7
DAL,17,14,18,31.7,5.1,34.5,120.3
DEN,13,17,13.9,35,10.6,24.4,113.9
DET,7,2,21.6,20.4,3.8,23.7,78.5
GB,10,3,24.6,13.8,4,27.2,82.6
HOU,5,3,15.6,29.7,0.8,23.2,77.3
IND,6,8,24.3,15.2,25.7,15.3,94.5
JAC,15,4,10.8,16.6,0,9.4,55.8
KC,13,12,7.9,13.1,8.4,3.7,58.1
MIA,3,5,12.4,32.2,12,17.6,82.2
